ID,collected?,mainCategory,subCategory,name,type,team,requirementText,rewardText,unobtainable?,paid?,altRequirementText,season,internalSort
6956,FALSE,Weapon Attachments,LMR27 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,390
6957,FALSE,Weapon Attachments,M/60 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,300
6958,FALSE,Weapon Attachments,M121 A2 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,360
6959,FALSE,Weapon Attachments,M123K Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,320
6960,FALSE,Weapon Attachments,M2010 ESR Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,430
6961,FALSE,Weapon Attachments,M250 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,330
6962,FALSE,Weapon Attachments,M277 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,120
6963,FALSE,Weapon Attachments,M39 EMR Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,380
6964,FALSE,Weapon Attachments,M417 A2 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,140
6965,FALSE,Weapon Attachments,M433 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,10
6966,FALSE,Weapon Attachments,M4A1 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,110
6967,FALSE,Weapon Attachments,Mini Scout Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,460
6968,FALSE,Weapon Attachments,NVO-228E Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,70
6969,FALSE,Weapon Attachments,PW5A3 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,200
6970,FALSE,Weapon Attachments,PW7A2 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,210
6971,FALSE,Weapon Attachments,RPKM Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,310
6972,FALSE,Weapon Attachments,SCW-10 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,250
6973,FALSE,Weapon Attachments,SG 553R Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,170
6974,FALSE,Weapon Attachments,SOR-300SC Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,180
6975,FALSE,Weapon Attachments,SOR-556 MK2 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,30
6976,FALSE,Weapon Attachments,TR-7 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,50
6977,FALSE,Weapon Attachments,UMG-40 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,220
6978,FALSE,Weapon Attachments,USG-90 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,230
6979,FALSE,Weapon Attachments,VCR-2 Attachments,Flash Comp,Muzzles,,Challenge SEASON 2 HARDWARE 3,,,,,2,90
6980,FALSE,Weapon Attachments,18.5KS-K Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,500
6981,FALSE,Weapon Attachments,18.5KS-K Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,500
6982,FALSE,Weapon Attachments,18.5KS-K Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,500
6983,FALSE,Weapon Attachments,AK-205 Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,130
6984,FALSE,Weapon Attachments,AK-205 Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,130
6985,FALSE,Weapon Attachments,AK-205 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,130
6986,FALSE,Weapon Attachments,AK4D Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,40
6987,FALSE,Weapon Attachments,AK4D Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,40
6988,FALSE,Weapon Attachments,AK4D Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,40
6989,FALSE,Weapon Attachments,B36A4 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,20
6990,FALSE,Weapon Attachments,B36A4 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,20
6991,FALSE,Weapon Attachments,B36A4 Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,20
6992,FALSE,Weapon Attachments,CZ3A1 Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,270
6993,FALSE,Weapon Attachments,CZ3A1 Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,270
6994,FALSE,Weapon Attachments,CZ3A1 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,270
6995,FALSE,Weapon Attachments,DB-12 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,510
6996,FALSE,Weapon Attachments,DB-12 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,510
6997,FALSE,Weapon Attachments,DB-12 Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,510
6998,FALSE,Weapon Attachments,DRS-IAR Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,290
6999,FALSE,Weapon Attachments,DRS-IAR Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,290
7000,FALSE,Weapon Attachments,DRS-IAR Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,290
7001,FALSE,Weapon Attachments,ES 5.7 Attachments,Taclight - Aimed,Underbarrels,,Challenge SEASON 2 HARDWARE 1,,,,,2,530
7002,FALSE,Weapon Attachments,GGH-22 Attachments,Taclight - Aimed,Underbarrels,,Challenge SEASON 2 HARDWARE 1,,,,,2,560
7003,FALSE,Weapon Attachments,GRT-BC Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,150
7004,FALSE,Weapon Attachments,GRT-BC Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,150
7005,FALSE,Weapon Attachments,GRT-BC Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,150
7006,FALSE,Weapon Attachments,GRT-CPS Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,420
7007,FALSE,Weapon Attachments,GRT-CPS Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,420
7008,FALSE,Weapon Attachments,GRT-CPS Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,420
7009,FALSE,Weapon Attachments,KORD 6P67 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,60
7010,FALSE,Weapon Attachments,KORD 6P67 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,60
7011,FALSE,Weapon Attachments,KORD 6P67 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,60
7012,FALSE,Weapon Attachments,KTS100 MK8 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,340
7013,FALSE,Weapon Attachments,KTS100 MK8 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,340
7014,FALSE,Weapon Attachments,KTS100 MK8 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,340
7015,FALSE,Weapon Attachments,KV9 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,240
7016,FALSE,Weapon Attachments,KV9 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,240
7017,FALSE,Weapon Attachments,KV9 Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,240
7018,FALSE,Weapon Attachments,L110 Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,280
7019,FALSE,Weapon Attachments,L110 Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,280
7020,FALSE,Weapon Attachments,L110 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,280
7021,FALSE,Weapon Attachments,L85A3 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,80
7022,FALSE,Weapon Attachments,L85A3 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,80
7023,FALSE,Weapon Attachments,L85A3 Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,80
7024,FALSE,Weapon Attachments,LMR27 Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,390
7025,FALSE,Weapon Attachments,LMR27 Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,390
7026,FALSE,Weapon Attachments,LMR27 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,390
7027,FALSE,Weapon Attachments,M/60 Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,300
7028,FALSE,Weapon Attachments,M/60 Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,300
7029,FALSE,Weapon Attachments,M/60 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,300
7030,FALSE,Weapon Attachments,M1014 Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,490
7031,FALSE,Weapon Attachments,M1014 Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,490
7032,FALSE,Weapon Attachments,M1014 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,490
7033,FALSE,Weapon Attachments,M121 A2 Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,360
7034,FALSE,Weapon Attachments,M121 A2 Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,360
7035,FALSE,Weapon Attachments,M121 A2 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,360
7036,FALSE,Weapon Attachments,M123K Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,320
7037,FALSE,Weapon Attachments,M123K Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,320
7038,FALSE,Weapon Attachments,M123K Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,320
7039,FALSE,Weapon Attachments,M2010 ESR Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,430
7040,FALSE,Weapon Attachments,M2010 ESR Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,430
7041,FALSE,Weapon Attachments,M2010 ESR Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,430
7042,FALSE,Weapon Attachments,M240L Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,350
7043,FALSE,Weapon Attachments,M240L Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,350
7044,FALSE,Weapon Attachments,M240L Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,350
7045,FALSE,Weapon Attachments,M250 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,330
7046,FALSE,Weapon Attachments,M250 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,330
7047,FALSE,Weapon Attachments,M250 Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,330
7048,FALSE,Weapon Attachments,M277 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,120
7049,FALSE,Weapon Attachments,M277 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,120
7050,FALSE,Weapon Attachments,M277 Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,120
7051,TRUE,Weapon Attachments,M45A1 Attachments,Taclight - Aimed,Underbarrels,,Default,,,,Challenge SEASON 2 HARDWARE 1,2,540
7052,FALSE,Weapon Attachments,M357 TRAIT Attachments,Taclight - Aimed,Underbarrels,,Challenge SEASON 2 HARDWARE 1,,,,,2,570
7053,FALSE,Weapon Attachments,M39 EMR Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,380
7054,FALSE,Weapon Attachments,M39 EMR Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,380
7055,FALSE,Weapon Attachments,M39 EMR Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,380
7056,FALSE,Weapon Attachments,M417 A2 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,140
7057,FALSE,Weapon Attachments,M417 A2 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,140
7058,FALSE,Weapon Attachments,M417 A2 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,140
7059,FALSE,Weapon Attachments,M433 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,10
7060,FALSE,Weapon Attachments,M433 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,10
7061,FALSE,Weapon Attachments,M433 Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,10
7062,FALSE,Weapon Attachments,M4A1 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,110
7063,FALSE,Weapon Attachments,M4A1 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,110
7064,FALSE,Weapon Attachments,M4A1 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,110
7065,FALSE,Weapon Attachments,M87A1 Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,480
7066,FALSE,Weapon Attachments,M87A1 Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,480
7067,FALSE,Weapon Attachments,M87A1 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,480
7068,FALSE,Weapon Attachments,Mini Scout Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,460
7069,FALSE,Weapon Attachments,Mini Scout Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,460
7070,FALSE,Weapon Attachments,Mini Scout Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,460
7071,FALSE,Weapon Attachments,NVO-228E Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,70
7072,FALSE,Weapon Attachments,NVO-228E Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,70
7073,FALSE,Weapon Attachments,NVO-228E Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,70
7074,FALSE,Weapon Attachments,P18 Attachments,Taclight - Aimed,Underbarrels,,Challenge SEASON 2 HARDWARE 1,,,,,2,520
7075,FALSE,Weapon Attachments,PSR Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,450
7076,FALSE,Weapon Attachments,PSR Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,450
7077,FALSE,Weapon Attachments,PSR Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,450
7078,FALSE,Weapon Attachments,PW5A3 Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,200
7079,FALSE,Weapon Attachments,PW5A3 Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,200
7080,FALSE,Weapon Attachments,PW5A3 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,200
7081,FALSE,Weapon Attachments,PW7A2 Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,210
7082,FALSE,Weapon Attachments,PW7A2 Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,210
7083,FALSE,Weapon Attachments,PW7A2 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,210
7084,FALSE,Weapon Attachments,QBZ-192 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,160
7085,FALSE,Weapon Attachments,QBZ-192 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,160
7086,FALSE,Weapon Attachments,QBZ-192 Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,160
7087,FALSE,Weapon Attachments,RPKM Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,310
7088,FALSE,Weapon Attachments,RPKM Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,310
7089,FALSE,Weapon Attachments,RPKM Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,310
7090,FALSE,Weapon Attachments,SCW-10 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,250
7091,FALSE,Weapon Attachments,SCW-10 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,250
7092,FALSE,Weapon Attachments,SCW-10 Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,250
7093,FALSE,Weapon Attachments,SG 553R Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,170
7094,FALSE,Weapon Attachments,SG 553R Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,170
7095,FALSE,Weapon Attachments,SG 553R Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,170
7096,FALSE,Weapon Attachments,SGX Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,190
7097,FALSE,Weapon Attachments,SGX Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,190
7098,FALSE,Weapon Attachments,SGX Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,190
7099,FALSE,Weapon Attachments,SL9 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,260
7100,FALSE,Weapon Attachments,SL9 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,260
7101,FALSE,Weapon Attachments,SL9 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,260
7102,FALSE,Weapon Attachments,SOR-300SC Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,180
7103,FALSE,Weapon Attachments,SOR-300SC Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,180
7104,FALSE,Weapon Attachments,SOR-300SC Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,180
7105,FALSE,Weapon Attachments,SOR-556 MK2 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,30
7106,FALSE,Weapon Attachments,SOR-556 MK2 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,30
7107,FALSE,Weapon Attachments,SOR-556 MK2 Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,30
7108,FALSE,Weapon Attachments,SV-98 Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,440
7109,FALSE,Weapon Attachments,SV-98 Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,440
7110,FALSE,Weapon Attachments,SV-98 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,440
7111,FALSE,Weapon Attachments,SVDM Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,410
7112,FALSE,Weapon Attachments,SVDM Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,410
7113,FALSE,Weapon Attachments,SVDM Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,410
7114,FALSE,Weapon Attachments,SVK-8.6 Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,400
7115,FALSE,Weapon Attachments,SVK-8.6 Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,400
7116,FALSE,Weapon Attachments,SVK-8.6 Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,400
7117,FALSE,Weapon Attachments,TR-7 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,50
7118,FALSE,Weapon Attachments,TR-7 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,50
7119,FALSE,Weapon Attachments,TR-7 Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,50
7120,FALSE,Weapon Attachments,UMG-40 Attachments,Taclight - Hip,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,220
7121,FALSE,Weapon Attachments,UMG-40 Attachments,Taclight - Aimed,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,220
7122,FALSE,Weapon Attachments,UMG-40 Attachments,50 MW Violet,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,220
7123,FALSE,Weapon Attachments,USG-90 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,230
7124,FALSE,Weapon Attachments,USG-90 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,230
7125,FALSE,Weapon Attachments,USG-90 Attachments,50 MW Violet,Left Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,230
7126,FALSE,Weapon Attachments,VCR-2 Attachments,Taclight - Hip,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,90
7127,FALSE,Weapon Attachments,VCR-2 Attachments,Taclight - Aimed,Right Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,90
7128,FALSE,Weapon Attachments,VCR-2 Attachments,50 MW Violet,Top Accessories,,Challenge SEASON 2 HARDWARE 1,,,,,2,90
7129,FALSE,Weapon Attachments,VZ. 61 Attachments,Taclight - Aimed,Underbarrels,,Challenge SEASON 2 HARDWARE 1,,,,,2,580
7130,FALSE,Weapon Attachments,CZ3A1 Attachments,FMJ,Ammunition,,Season 2 Battle Pass Nightfall Tier 11,,,,Challenge NIGHTFALL HARDWARE 2,2,270
7131,FALSE,Weapon Attachments,CZ3A1 Attachments,Hollow Point,Ammunition,,CZ3A1 Mastery 28,,,,,2,270
7132,FALSE,Weapon Attachments,CZ3A1 Attachments,Frangible,Ammunition,,CZ3A1 Mastery 34,,,,,2,270
7133,FALSE,Weapon Attachments,CZ3A1 Attachments,Improved Mag Catch,Ergonomics,,CZ3A1 Mastery 12,,,,,2,270
7134,FALSE,Weapon Attachments,CZ3A1 Attachments,Tungsten Core,Ammunition,,CZ3A1 Mastery 16,,,,,2,270
7135,FALSE,Weapon Attachments,CZ3A1 Attachments,"7.7"" Factory",Barrels,,Season 2 Battle Pass Nightfall Tier 11,,,,Challenge NIGHTFALL HARDWARE 2,2,270
7136,FALSE,Weapon Attachments,CZ3A1 Attachments,"16.2"" Cut",Barrels,,CZ3A1 Mastery 24,,,,,2,270
7137,FALSE,Weapon Attachments,CZ3A1 Attachments,"7.7"" Pencil",Barrels,,CZ3A1 Mastery 4,,,,,2,270
7138,FALSE,Weapon Attachments,CZ3A1 Attachments,Flashlight,Left Accessories,,CZ3A1 Mastery 16,,,,,2,270
7139,FALSE,Weapon Attachments,CZ3A1 Attachments,30RND Magazine,Magazines,,Season 2 Battle Pass Nightfall Tier 11,,,,Challenge NIGHTFALL HARDWARE 2,2,270
7140,FALSE,Weapon Attachments,CZ3A1 Attachments,30RND Fast Mag,Magazines,,CZ3A1 Mastery 32,,,,,2,270
7141,FALSE,Weapon Attachments,CZ3A1 Attachments,35RND Fast Mag,Magazines,,CZ3A1 Mastery 40,,,,,2,270
7142,FALSE,Weapon Attachments,CZ3A1 Attachments,20RND Fast Mag,Magazines,,CZ3A1 Mastery 20,,,,,2,270
7143,FALSE,Weapon Attachments,CZ3A1 Attachments,35RND Magazine,Magazines,,CZ3A1 Mastery 36,,,,,2,270
7144,FALSE,Weapon Attachments,CZ3A1 Attachments,Double-Port Brake,Muzzles,,CZ3A1 Mastery 18,,,,,2,270
7145,FALSE,Weapon Attachments,CZ3A1 Attachments,Compensated Brake,Muzzles,,CZ3A1 Mastery 34,,,,,2,270
7146,FALSE,Weapon Attachments,CZ3A1 Attachments,Flash Hider,Muzzles,,Season 2 Battle Pass Nightfall Tier 11,,,,Challenge NIGHTFALL HARDWARE 2,2,270
